"word","word_count"
"Accounting,Microsoftexcel,Msword,Computerskills","1"
"Python,Maven,Ruby,Docker,Devops,Linux,Openstack","1"
"Nosql,Java,Cassandra,Devops,Couchbase,Hbase","1"
"Sql,Mysql,Tsql,Oltpsystems,Storedprocedures,Bi,Sql,Databasedevelopment,Ssrs,Sqldeveloper,Mysql","1"
"Rest,C,Sql,Databasemanagement,Database,Xml,Json,Soap","1"
"Xml,Api,Createcslfile,Accuratelycapturing","1"
"Css,Html5,Wordpress,Mobile,Bootstrap,Javascript,Html","1"
"Java/J2Ee,Drools,Java8,Springboot","1"
"Excel,Reports,Mis,Statutory,Verbalcommunication,Monthlyreports","1"
"Css,Hibernate,Ajax,Jquery,Spring,Java,Oops,Debugging,Datastructures,Jpa,Html,Mysql,Api,Cloudcomputing,Log4J,Rest,Junit,Rdbms,Oracle,Maven,Mobile,Teamplayer,Javascript,Javadeveloper,Springframework,Springboot,Springsecurity","1"
"Dba,Databaseadministrator,Sql","1"
"Python,Github,Os,Svn,Windows,Ruby,Devops,Linux,Perl","1"
"Css,Problemsolving,Javascript,Sql,Html","1"
"Infrastructuresolutionsci/Cdpipelinessystemperformancemonitoringcontainerizationtechnologiescloudbasedinfrastructure,Orchestration,Docker,Devops,Linux,Python,Ruby","1"
"Datawarehousing,T-Sql,Sql,Database,Devops,Ssrs,Sqldeveloper,Visualstudio,Infrastructure,Sqldatabase","1"
"Html,Javascript,Stickers,Coupons,Logos","1"
"Algorithms,Softwaredesign,Artificialintelligence,Elasticsearch,Datastructures,Hadoop,Mongodb,Python,Teamplayer,Machinelearning,Django","1"
"Spring,Java,J2Ee,Mysql,Hibernate,Javadeveloper","1"
"Azure,Docker,Kubernetes,Terraform,Helm,Scala,Storage,Apache,Java,Devops,Linux,Shellscripting,Softwareengineering,Bigdata,Python,Infrastructure","1"
"Database,Triggers,Databasedeveloper,T-Sql,Sql,Databasedevelopment","1"
"Vlookup,Accounting,Advancedexcel,Ca,Sap,Stronganalyticalskills,Accountingknowledge,Excel,Treasury,Tally","1"
"Python,Django,Restapi,Webdevelopment,Postgresdatabase,Html5,Javascript,Sql,Testingtools,Webdeveloper","1"
"Excel,Ar,Billingexecutive,Invoicepreparation","1"
"C,C,Mobile,Database,Java,Xml,Json","1"
"Css,Oraclepl/Sql,Businessrules,Jee,Ajax,Spring,Java,Apache,Jrules,Camel,Devops,Html,Maven,Javascript,Javadeveloper,Eclipse,Nosql,Struts,Jsf,Soap,Bootstrap,Hibernate,Jquery,Database,Git,Jpa,Netbeans,Rest,Mvc","1"
"Orchestration,Sql,Docker,Memorymanagement,Dataextraction,Security,Oops,Python,Django,Opencv","1"
"Orchestration,Sql,Docker,Git,Iam,Postgresql,Devops,Linux,Mysql,Cloudservices,Github,Python,Mobile,Nosql,Messaging,Infrastructure,Productionenvironment","1"
"C,Systemsecurity,Java,Devops,Linux,Softwareengineering,Python,C,Windows,Javascript,Ruby,Unix","1"
"Tcpdump,Apachetomcat,Java,Devops,Linux,Debugging,Mysql,Perl,Perforce,Python,Problemsolving,Ruby","1"
"Cli,Orchestration,Perlscripting,Docker,Sql,Pythonscripting,Iam,Linuxadministration,Devops,Linux,Shellscripting","1"
"Css,Html5,Bootstrap,Javascript,Jquery,React.Js,Html","1"
"Excel,Erp,Typing,Knowlegdeofexcel","1"
"Businessintelligence,Sql,Bideveloper,Etl,Dwh,Dataintegration","1"
"Python,Css,Softwaredesign,Django,Git,Linux,Html","1"
"Charts,Audit,Reporting,Excel,Pricing,Finance","1"
"Css,Wordpress,Php,Html,Mysql,Javascript","1"
"Html5,Wordpress,Mobile,Javascript,Jquery,Webdeveloper,Html","1"
"Rest,Python,Naturallanguageprocessing,Django,Debugging,Mysql,Softwaredeveloper,Mongodb,Soap","1"
"Html5,Wordpress,Bootstrap,Jquery,Javascript,Html,Magento","1"
"Oracle,Restapi,Javadeveloper,Spring,React.Js,Java,J2Ee,Javaee,Mysql,Mongodb","1"
"Python,C,C,Naturallanguageprocessing,Scala,Datamining,Machinelearning,Artificialintelligence,Patternrecognition","1"
"Infrastructure,Linux,Softwareengineering","1"
"Rest,Xml,Oops,Debugger,Json,Eclipse","1"
"Sqldevelopment,Oracle,Triggers,Plsql,Database,Postgresql,Sqldeveloper,Technicalskills","1"
"Html5,Bootstrap,Ajax,Git,Apache,Xml,Debugging,Mysql,Api,Rest,Python,Nosql,Django","1"
"Node.Js,Mongodb,Javascript","1"
"Rest,Html5,Jsp,Javabeans,Hibernate,Javadeveloper,Spring,Java,Struts,J2Ee,Jpa,Angularjs","1"
"Restapi,Mobile,Graphics,Eclipse,Xml,Oops,Json,Api","1"
"Ux,Html/Xhtml,Graphicdesigning","1"
"Css,Html5,Storage,React.Js,Grunt,Git,Debugging,Api","1"
"Css,Informationtechnology,Ajax,Apex,Salesforce,Unixshellscripting,Xml,Html,Mysql,Api,Visualforce,Python,Databasesecurity,Reportingtools,Soap,Jsp,Sql,Database,Security,Wsdl,Linux,Debugging,Cloudservices,Microsoftazure","1"
"Phpwebdeveloper,Github,Xml,Php,Json,Mysql,Html,Svn,Objectorientedprogramming,Ajax,Javascript","1"
"Rest,Mobile,Svn,Java,Git,Xml,Oops,Json,Soap","1"
"Oracle,Sql,Nosql,Database,Mysql,Sqlserveradministration","1"
"Python,Scripting,Automation,Devops,Restfulapidesign,Systemsecurity,Systemadministration,Git,Writtencommunication","1"
"Excel,Accountsreceivable,Issue,Dealing,Billingexecutive,Accounts,Reporting","1"
"Sql,Git,Xml,Linux,Json,Mysql,Technicalskills,Rest,Python,Github,Oracle,Ubuntu,Webtechnologies,Unix","1"
"Soa,Bootstrap,Hibernate,Jquery,Spring,Java,Springmvc,Linux,Mysql,Jpa,Bpm,Rest,Junit,Rdbms,Teamplayer,Messaging,Springsecurity","1"
"Docker,Security,Git,Postgresql,Devops,Linux,Mysql,Cloudservices,Python,Github,Teamplayer,Triggers,Writtencommunication,Infrastructure","1"
"Sql,Database,Pl/Sql,Rdbms,Problemsolving,Triggers","1"
"Fundamentals,Python,Storage,Docker,Git,Java,Devops,Infrastructure,Productionenvironment,Linux","1"
"Excel,Mis,Accounts,Reporting","1"
"Python,Java,Xml","1"
"Rest,Accessmanagement,Security,Java,Writtencommunication,Soapwebservices,J2Ee,Api","1"
"Wordpress,Mobile,Bootstrap,Javascript","1"
"Java,Jee,Corejava,Jsp,Servlets,Websphere,Oracle,Weblogic,Sql,Xml,J2Ee,Softwareengineer,Objectorientedprogramming,Technicalskills,Ejb","1"
"Hive,Jsp,Filesystem,Sql,Pig,Spring,Security,Database,Java,Linuxadministration,Devops,Linux,Hadoop,Bigdata,Mongodb,Hbase,Operatingsystem,Nosql,Messaging,Cassandra,Infrastructure,Productionenvironment,Struts","1"
"Testing,Perlautomation,Jenkins,Openstack,Solutionintegration,Jira","1"
"Capacityexpansion,Lean,Manufacturing,Cnc,Operationalexcellence,Implementation,Kaizen,Leanmanufacturing","1"
"Oraclepl/Sql,Sqlqueries,Pl/Sqlscripts,Databasedesigning,Performancetuning,Oracle11G,Oraclesql","1"
"Python,Testautomation,Requirementanalysis,Testdesign,Testexecution,Flashbootloadertesting,Serialcommunicationprotocols,Can/Lin/Flexray/Ethernet,Requirementsengineering,Traceability,Measurement/Testingtools,Scriptinglanguages,Qualitymanagement,Agilescrum/Kanban,Ci/Cdconc","1"
"Financialanalysis,Reports,Duediligence,Excel,Closing,Ca,Cfa","1"
"Ci/Cdpractices,Infrastructureenvironment,Cloudplatforms(Gcppreferred),Softwaredevelopment,Devopsautomation,Production,Systemoperation,Capacityplanning,Maintenance","1"
"Css,Wordpress,Php,Html,Mysql,Jquery","1"
"Excel,Tallyerp,Finance,Ca","1"
"Oracle,Ece,Sql,Database,Oraclesql","1"
"Algorithms,Orchestration,Soa,Hibernate,Sql,Docker,Spring,Java,J2Ee,Datastructures,Mongodb,Python,Nosql,Networkmanagement,Cassandra","1"
"Devops,Scripting/Programming,Containerization/Orchestration,Cloudplatforms,Automation/Configurationmanagement,Docker,Security,Infrastructure","1"
"Javascript,Ios,Android","1"
"Rest,Mvvm,Git,Xml,Oops,Json","1"
"Css,Bootstrap,Ajax,Javascript,Jquery,Shopify,Html","1"
"Sqlserverdevelopment,Bi,T-Sql,Database,Ssrs,Sqldeveloper,Itprojectmanagement,Mysql,Sqldevelopment,Rdbms,Problemsolving,Nosql,Writtencommunication,Projectdelivery,.Net,Sqldatabase","1"
"Python,Automation,Networking,Qamethodology,Testmanagementtools,Bugtracking","1"
"Oraclepl/Sqldevelopment,Sqldevelopment,Restfulwebservicedevelopment,Pythoncodedevelopment,React,Artificialintelligence,Java,Softwareengineering,Telecom","1"
"Bi,Azure,Sql,Etl,Dataanalytics,Dataextraction,Datamodeling,Datatransformation,Informatica,Sqldatabase","1"
"Docker,Security,Devops,Linux,Mysql","1"
"Rest,Jee,Javadeveloper,Eclipse,Docker,Database,Java,Xml,Servlets,Json,Debugging","1"
"Css,Java,Html5,Json,Html,Ajax,Jquery","1"
"Spring,Java,Jsp,Hibernate,Javascript,Jquery,Javadeveloper,Sql","1"
"Python,Html5,Bootstrap,Javascript,Sql,Node.Js,Java,Django","1"
"Oraclepl/Sqldevelopment,Sqldevelopment,Postgresqldevelopment,Ssispackages,C#,Cursor,Artificialintelligence,Database,Git,Sqldeveloper,Softwareengineering,Telecom,Problemsolving","1"
"Securitypolicies,Network,Proxy,Infrastructure,Appengine","1"
"Uddi,Bugfixing,Jquery,Java,Xml,Entrylevel,Json,Api","1"
"Jdbc,Ajax,Spring,Java,Git,Springmvc,J2Ee,Mysql,Ejb,Log4J,Junit,Oracle,Maven,Svn,Eclipse,Struts,Jsf","1"
"Css,Informationtechnology,Bootstrap,Html,.Net","1"
"Jquery,Sql,Database,Security,Xml,Sqldeveloper,Debugging,Vb,Triggers,Javascript,Webtechnologies,.Net","1"
"Javaapplicationdevelopment,Corejava,Jdbc,Jsp,Servlets,Rdbms,Oracle,Jquery,Database,Xml,Json,Mysql","1"
"Rest,Operatingsystem,Mobile,Java,Xml,Oops,Json,Debugging","1"
"Fundamentals,Hibernate,Javadeveloper,Spring,Springboot,J2Ee,Jpa","1"
"Ms-Office,Googlesearch,Websearch,Excel","1"
"Disasterrecovery,Recovery,Security,Database,Databaseadministrator,Replication,Performancetuning,Infrastructure,Databaseservers","1"
"Commerce,Excel,Reporting","1"
"Css,.Net,Webdevelopment,Html","1"
"Gradle,Java,Git,Xml,Telecom,Forms","1"
"Fundamentals,Python,Bi,Sql","1"
"Reports,Profitabilityreport,Reconciliation,Excel,Budgetpreparation,Accounts,Reporting","1"
"C,Scala,Softwarerequirements,Docker,Security,Database,Java,Devops,Python,Ruby","1"
"Javadeveloper,Sql,Spring,Java,Pl/Sql","1"
"Python,Css,Machinelearning,Artificialintelligence,Javascript,Sql,Django,Html,Dash","1"
"Os,Databasesecurity,Pl/Sql,Sql,Database,Postgresql,Linux","1"
"Docker,Nosql,Database,Devops,Infrastructure,Linux,Shellscripting,Mongodb,Unix","1"
"Css,Mobile,Ajax,Javascript,Xml,Php,Webdevelopment,Mysql,Html","1"
"Mobile,Collectionframework,Problemsolving,Java,Xml,Json,Softwareengineer","1"
"Reports,Internalaudit,Excel,Audit","1"
"Typography,Gif,Graphics,Designer","1"
"Python,Css,Restapi,Problemsolving,Jquery,Database,Django,Git,Linux,Html,Mysql,Angularjs,Mongodb","1"
"Fundamentals,Rdbms,Svn,Multimedia,Xml,Php,Datastructures,Mysql","1"
"Pythonautomation,Flashbootloadertesting,Serialcommunicationprotocols,Requirementsengineering,Measurement/Testingtools,Testautomation,Testcases,Security,Defectmanagement,Perl,Testdesign,Infrastructure,Agile","1"
"Pythonwebdevelopment,Sql,Nosql,Datastructures,Datatransformation,Python,Sql,Nosql,Git,Devops","1"
"Css,Composer,Git,Html,Api","1"
"Spring,Springboot,Rest,Java,Html5,Javadeveloper","1"
"Spring,Rest,Java,Soap,Javadeveloper,Crm","1"
"Css,Javascript,Jquery,Javascriptdeveloper,Node.Js,Php,Mysql,Html,Phonegap,Angularjs,Mongodb","1"
"Mssql","1"
"Rdbms,Oracle,Jsp,Jdbc,Jquery,Database,Java,Xml,Servlets,Json,Mysql","1"
"Css,Softwaredesign,Sql,Database,Git,Softwareengineering,Webdevelopment,Html,Python,Javascript,Django","1"
"Iis,Windows,Sqlserver","1"
"Reports,Auditor,Excel,Audit,Complianceofficer,Managementconsultancy","1"
"Algorithms,Knockoutjs,Jquery,Nosql,Spring,Jaxb,Database,Xml,Angularjs,Soap","1"
"1)Devopsautomation2)Continuousintegration3)Buildmanagement4)Kubernetes5)Docker,Orchestration,Docker,Git,Devops,Linux,Python,Operatingsystem,Groovy,Writtencommunication,Infrastructure,Productionenvironment","1"
"Mobile,Javascript,Java,Json,Angularjs","1"
"Automationframework,Continuousintegration,Testing,Infrastructure,Jenkins","1"
"Ant,Maven,Svn,Gradle,Git,Apache,Infrastructure,Camel,Devops,Managementsystems","1"
"Javascriptdeveloper,Node.Js,Api,Javascript","1"
"Cloudservices,Teamplayer,Sql,Devops,Infrastructure,Softwareengineering","1"
"Devops,Linux,Github,Ubuntu,Maven,Svn,Gradle,Writtencommunication,Infrastructure,Splunk","1"
"Laravel,Css,Jquery,Wli,Xml,Php,Mysql,Html,Magento","1"
"Springboot,Hibernate,Webservices,Corejava,Sqldatabase,Sybase,Oracle,Javadeveloper,Eclipse,Databasemanagement,Xml,J2Ee,Json,Shellscripting","1"
"Mobile,Jee,Bootstrap,Hibernate,Jquery,Javadeveloper,Sql,Springframework,Memorymanagement,Java,Javaee","1"
"Dataanalysis,Excel,Attentiontodetail,Msexcelfunctions,Vba,Macros,Sql,Analyst","1"
"Javascript,Angularjs,Uidevelopment,Restfulwebservices,Agilemethodologies,Css,Html,Api,Webtechnologies,Bootstrap,Git,Softwareengineer","1"
"Css,Wordpress,Javascript,Wordpressdeveloper,Html","1"
"Java,Javascript,Thesemodifications","1"
"Oracle,Businessrules,Triggers,Plsql,Sql,Database,Debugging,Pl/Sql","1"
"Reports,Accountspayable,Erp,Accounting,Excel,Accounts","1"
"Closing,Commerce,Verbalcommunication,Excel,Accounts,Pricing","1"
"Python,Hadoop,Machinelearning","1"
"Informationtechnology,Security,Git,Devops,Json,Api,Rest,Junit,Python,Groovy,Unix","1"
"Jsp,Javadeveloper,Spring,Springboot,Database,Java,Writtencommunication,Objectorientedprogramming,Oracleserver,J2Eetechnologies","1"
"Html5,.Net,Bootstrap","1"
"Python,Java,C#,Python,Oracle,Javascript,","1"
"Fundamentals,Javascript,Javadeveloper,Springboot,Java,Devops,Webdevelopment","1"
"Python,Maven,Svn,Docker,Gradle,Git,Devops,Linux,Splunk,Vms","1"
"Python,Html5,Svn,Machinelearning,Javascript,Artificialintelligence,Nosql,Django,Git,Debugging,Mongodb","1"
"Oracledba,Performancetuning,Oracledatabasegandc,Highavailabilityfeatures,Workfromoffice,Oraclerac,11G,Backup&Recovery,Exadata,Asm","1"
"Excel,Reports,Audit,Tax,Accounting,Bookkeeping,Ca","1"
"Reports,Vb,Datacollection,Xml,Procedures","1"
"Docker,Security,Iam,Devops,Linux,Python,Microsoftazure,Unixadministration,Infrastructure","1"
"Bi,Hadoop,Pl/Sql,Bigdata,Sql","1"
"Informationtechnology,Xsd,Jdbc,Bugfixing,Hibernate,Docker,Sql,Database,Java,Apache,Json,Pl/Sql,Rest,Github,Oracle,Maven,Triggers,Nosql,Messaging,Springframework,Springboot,Node.Js,Databaseprogramming,Splunk,Xmlschema","1"
"Css,Authoring,Mobile,Teamplayer,Javascript,Html","1"
"Css,Github,Mobile,Html,Bootstrap,Javascript,Crm","1"
"Udp,Sql,Systemadministration,Java,Linuxadministration,Devops,Hadoop,Ruby,Cassandra,Infrastructure,Sqldatabase","1"
"Rest,Xml,Mobile,Json,Soap","1"
"Css,Html,Problemsolving,Mongodb,Javascript","1"
"Excel,Stock,Reporting","1"
"Jobs,Reactjs,Html","1"
"Java,Jsp,Ejb,,Jdbc,J2Ee,Jms,Javascript,Javadeveloper","1"
"Informationtechnology,Docker,Security,Devops,Cli,Github,Problemsolving","1"
"Reports,Duediligence,Corporatefinance,Excel,Ca,Financialstatements","1"
"Rest,Bugfixing,Internettechnologies,Xml,Json,Mysql","1"
"Devops,Softwareengineering,Ci/Cd,Automation,Leadership,Docker,Security,Git,Api,Junit,Languageproficiency,Exceptions,Splunk,Gateway","1"
"Rest,Lld,Jsp,Javadeveloper,Sql,Java,Xml,J2Ee,Debugging,Soap","1"
"Css,Bootstrap,Javascript,Jquery,Javadeveloper,Oop,Database,Java,Git,Linux,Php,Json,Html,Angularjs,Bigdata","1"
"Excel,Account,Adeptatmsoffice","1"
"Git,Devops,Infrastructure,Microsoftazure,Docker","1"
"Entityframework,Problemsolving,Javascript,Sql,.Net,Sqldatabase","1"
"Svn,Jdbc,Hibernate,Javadeveloper,Spring,Java,Git,Struts,J2Ee","1"
"Restapi,Javascript,Scrumenvironment","1"
"Springboot,Java,.Net,Mvcarchitecture,Mysql,Javadeveloper","1"
"Fundamentals,Spring,Oop,Advancedjava,Jsp,Json,Softwareengineering,Hibernate","1"
"Rest,Jsp,Hibernate,Javadeveloper,Springboot,Database,Java,Soapwebservices,J2Ee,Mysql","1"
"Azureadministration,Devops,Cloudinfrastructure,Securitypolicies,Automation,Jobposting,Compensation","1"
"Css,Jsp,Jdbc,Hibernate,Ajax,Sql,Spring,Memorymanagement,Java,Springmvc,Oops,J2Ee,Html,Mysql,Mvc,Rest,Svn,Javadeveloper,Jdk,Struts,Soap","1"
"Python,Css,Django,Java,Html,Bootstrap,Api,Jquery,Sql","1"
"Restapi,Javascript,Reactjs","1"
"Triggers,Javadeveloper,Advancedjava,Struts,Linux,Mysql,Multithreading","1"
"Rest,Algorithms,Python,Javascript,Nosql,React.Js,Django,Softwareengineer,Datastructures,Mysql,Mvc","1"
"Rest,Python,Django,Git,Postgresql,Sql,Docker","1"
"Orchestration,Storage,Docker,Sql,Git,Java,Devops,Softwareengineering,Mysql,Python,Cloudservices,Microsoftazure,Pgsql,Springboot,Infrastructure,Gateway","1"
"Jdbc,Ajax,Javascript,Javadeveloper,Sql,Spring,Java,Xml,J2Ee,Servlets,Javafx,Jsf","1"
"Css,Jsp,Jquery,Spring,Markuplanguages,Oop,Java,Xml,Debugging,Json,Html,Rest,Problemsolving,Teamplayer,Javascript,Javadeveloper,Struts,Webtechnologies,Servlets,Softwaredeveloper,Soap","1"
"Git,Iam,Infrastructuresetup,Devops,Infrastructure","1"
"Softwaredesign,Storage,Spring,Java,Rest,Cassandra,Infrastructure,Javaprogramming","1"
"Postgresql,Devops,Linux,Shellscripting,Python,Ubuntu,Javascript,Ruby,Infrastructure,Unixsystemadministration","1"
"Laravel,Css,Wordpress,Php,Html,Jquery","1"
"Rest,Python,Django,Git,Writtencommunication,Webdevelopment,Problemsolving","1"
"Artificialintelligence,Docker,Sql,Devops,Linux,Mysql,Perl,Python,Infrastructure","1"
"Problemsolving,Java,Git,Xml,Oops,Json,Javaprogramming","1"
"Docker,Java,Git,Devops,Perforce,Python,Svn,Ruby,Infrastructure,Splunk","1"
"React.Js,Debugging,Javascript","1"
"Python,Sql,Pyspark","1"
"C,Restapi,Mobile,Oop,Xml,Json,Debugging,Api","1"
"Css,Jsp,Hibernate,Ajax,Jquery,Sql,Spring,Database,Java,J2Ee,Mysql,Html,Bigdata,Rest,Oracle,Mvcarchitecture,Problemsolving,Machinelearning,Javadeveloper,Jstl,Springboot,Infrastructure,Struts,Servlets","1"
"Sql,Wmi,Security,Database,Ssrs,Cloudcomputing","1"
"Css,Java,Html,Webdesigning,Jquery","1"
"Css,Html5,Mobile,Bootstrap,Jquery,Webprogramming,Javascript,Html","1"
"Html5,Hibernate,Javascript,Javadeveloper,Nosql,Spring,Database,Java,Soapwebservices,J2Ee,Mysql,Angularjs,Mongodb","1"
"Excel,Accounts,Businessdevelopment","1"
"Authoring,Framemaker,Xml,Technicalwriter,Technicaldocumentation,Dita","1"
"Sqlserverdatabaseadministrator,Sqltuning,Sqlserverdba,Disasterrecovery,Patching,Sql,Database,Linux,Mirroring,Replication,Dts,Sybase,Performancetuning,Windows,Databaseadministration,Logshipping","1"
"Lucene,Sql,Unixscripting,Database,Security,Xml,Ssrs,Teamplayer,Triggers,Databasedeveloper,Unixshell,.Net","1"
"Java,Oops,Projectlifecycle,Teamplayer,Hibernate,Javadeveloper","1"
"Reports,Crystalreport,Storedprocedures,Sql,Databasedesign,Reportingservices,Sqlserver","1"
"Oraclepl/Sql,Javaswing,Jdbc,Ajax,Apachetomcat,Java,Xml,J2Ee,Rest,Problemsolving,Javascript,Osgi,Databaseprogramming,Javaprogramming","1"
"Css,Github,Html5,Teamplayer,Bootstrap,Javascript,Jquery,Node.Js,Git,Mysql,Api","1"
"Reports,Accounting,Commerce,Reporting,Issue,Excel","1"
"Excel,Accounts,Accounting,Commerce,Tally","1"
"Iphonedeveloper,Xml,Ios,Iphone","1"
"Fundamentals,Css,Knockoutjs,Extjs,Javascript,Jquery,Html","1"
"Reports,Stronganalyticalskills,Collection,Excel,Ar,Typing","1"
"Sql,Security,Git,Devops,Linux,Mysql,Teamcity,Cloudservices,Python,Unixadministration,Svn,Nosql","1"
"Arageingreport,Interdepartmentalcoordination,Accountingadjustments,Collections,Msexcel,Excel,Accounting,Monthlyreports","1"
"Algorithms,Python,Css,Naturallanguageprocessing,Problemsolving,Teamplayer,Machinelearning,Ajax,Javascript,Jquery,Database,Postgresql,Xml,Messagequeue,Debugging,Datastructures,Mysql,Html,Api","1"
"Python,Django,Git,Mysql,Mvc","1"
"Rest,Bootstrap,Javascript,Jquery,Soap","1"
"Css,Writtencommunication,Html,Teamplayer,Magento","1"
"Reconciliation,Excel,Accounts","1"
"Soa,Jee,Hibernate,Hibernateframework,Sql,Memorymanagement,Java,Debugging,Bpm,Javadeveloper,Springboot,Activiti,Jse","1"
"Excel,Audit,Teamplayer,Reporting","1"
"Securitycompliance,Html5,Storage,Security,Database,Git,Debugging,Rest,Python,Mobile,Javascript,Django,Infrastructure","1"
"Ci/Cdazuredevops,Powershellscripting,Azuredevops,Automation,Devops/Agile/Cloudtransformation","1"
"Spring,Java,Telecom,Javascript,Javadeveloper","1"
"Digitaltv,Snmp,Database,Java,Linux,Telecom,Mysql,Middleware,C,Operatingsystem,Windows,Struts","1"
"Fullstackdevelopment,Frontendcoding,Backendcoding,Databasemanagement,Apidevelopment,Mobile,Teamplayer,Security,Apache,Java,Softwarerequirements,Mysql,Mongodb","1"
"Java,Nodejs,Desktopandmobileapplications,Frontendlanguages,Backendlanguages,C#,Css,Python,Javascript,Jquery,Node.Js,Xml,Html","1"
"Communicationskills,Digitalandsocialmedia,Excelandpowerpoint","1"
"Softwaredesign,Xamarin,Mobile,Xml,Json","1"
"Testautomation,Testcases,Sql,Qa,Database,Linux,Jenkins,Testing,Qaengineer,Infrastructure,Metrics,Agile","1"
"Informationtechnology,Sql,Java,Python,Sqldatabase","1"
"Css,Javascript,Jquery,Ror,Webdeveloper,Heroku","1"
"Javascript,Servicenow,Writtencommunication,Api","1"
"Css,Wordpress,Debugging,Php,Html,Javascript,Jquery","1"
"Composition,Xml,Press,Softwaredocumentation,Brochures,Infographics,Cs","1"
"Java,Xml,Oops,Technicalskills","1"
"Rest,Informationtechnology,Mobile,Eclipse,Java,Xml,Json","1"
",Netdevelopment,Sqldevelopment,Queryoptimization,Storedprocedures,C#/Vbprogramming,Css,Html5,Sqlserverdevelopment,Vb.Net,Jquery,Database,Asp.Net,Sqldeveloper,Visualbasic,.Netdeveloper,Visualsourcesafe,Javascript,Productionsupport,Forms","1"
"Htmldeveloper,Designfeatures,Datascience","1"
"Rest,Servicenow,Xml,Html,Javascript,Soap","1"
"Ipnetworking,Apache,Devops,Itgovernance,Mysql,Vms,Storage,Security,Database,Postgresql,Cloudservices,Windows,Infrastructure","1"
"Sql,Dbengineer,Datacleansing,Datamigration,Datamaintenance,Database,Softwareengineer,Sql","1"
"C#,Sql,C#.Net,Xml,Asp.Net","1"
"Python,Css,Bugfixing,Bootstrap,Javascript,Jquery,Django,Debugging,Html,Api","1"
"Spring,Java,Bootstrap,Ioc,Hibernate,Javascript,Jquery","1"
"Wordpress,Html5,Xml,Php,Json,Mysql,Ajax,Javascript,Jquery","1"
"Devops,Docker,Ansible,Jenkins,Github,Kubernetes,Chef,Puppet","1"
"Java,Devops,Python,Oracle,Groovy,Storage,Sql,Docker,Security,Git,Iam,Postgresql,Linux,Rdbms,Os,Windows,Infrastructure,Splunk,Gateway","1"
"Rdbms,Sql,Database,Mysql,Pl/Sql","1"
"Databasemanagement,Database,Xml,Json,Technicalskills","1"
"Algorithms,Python,Businessrules,Triggers,Sql,Git,Django,Writtencommunication,Debugging,Datastructures,Sqldatabase","1"
"Excel,Mis,Tallyerp,Ca,Revenuecontrolling","1"
"Linuxsystemadministration,Systemsecurity,Docker,Security,Git,Iam,Devops,Python,Svn,Problemsolving,Windows,Infrastructure","1"
"Html5,Wordpress,Html,Teamplayer,Magento","1"
"Devops,Automation,Ci/Cd,Docker,Kubernetes,Orchestration,Informationtechnology,Plsql,Api,Softwaretesting,Maven,Javaprogramming,Database,Weblogic,Infrastructure","1"
"Algorithms,Python,Sas,Sql","1"
"Reports,Technicalleadership,Storedprocedures,Sql,Databasedesign,Coding,Memorymanagement,Security,Database,Xmlparsing,Applicationdeployment,Applicationdevelopment","1"
"Css,Mobile,Php,Html,Sem,Press","1"
"Python,Junit,Oracle,Maven,Java,.Net,Php,Mysql,Softwareengineering","1"
"Recovery,Storage,Sql,Database,Security,Dba,Operatingsystem,Databasesecurity,Windows,Databaseadministration,Sqlprofiler,Sqlserveradministration,Databasetuning","1"
"Usermanual,Css,Bugfixing,Javascript,Javascriptdeveloper,Html","1"
"Informationtechnology,Hosting,Sql,Docker,Security,Java,Devops,Bigdata,Python,Infrastructure,Cloudstorage","1"
"Excel,Tallyerp,Billingexecutive,Accounts,Tally","1"
"Sqldevelopment,Tsqlprogramming,Microsoftsqlserver,Databasedesign,Reportdevelopment,Bi,Datawarehousing,Teamplayer,T-Sql,Exceptions,Sqldeveloper","1"
"Css,Htmldeveloper,Html5,Wordpress,Bootstrap,Javascript,Jquery,Html","1"
"Excel,Dealing,Tally,Keyboardskills","1"
"Dotnet,,Crystalreports,Xml,Uicomponents,Treeorienteddbstructures,Sql,Xml,Html,Dhtml","1"
"Cloud,Etl,Sql,Teststrategy,Teammanagement,Leadershiphiring,Softskills,Recruitment,Communicationskills","1"
"Css,Computerapplication,Javascript,Php,Html,Press","1"
"Css,Bi,Softwareengineer,Html,San,Javascript","1"
"Javascript,Api,Softwaredeveloper,Angularjs","1"
"Excel,Accounts,Taxinvoice","1"
"Dataanalytics,Gapanalysis,Mobile,Sql,Advancedexcel,Productanalyst","1"
"Javadevelopers,Javaarchitecture,Leadarchitect,.Netdeveloper,Oracleadministration,Javascript,Sqlserver,Dba,Databaseadministrator,Sqldba","1"
"Docker,Security,Iam,Devops,Python,Cryptography,Ruby,Infrastructuresetup,Writtencommunication,Infrastructure","1"
"Python,Informationtechnology,Java,Writtencommunication","1"
"Python,Sql,Django,Postgresql,Writtencommunication,Api,Angularjs","1"
"Orchestration,Docker,Java,Devops,Debugging,Python,Cloudservices,Productionenvironment,.Net","1"
"Node.Js,Css,Json,Html,Jquery,Javascript","1"
"Accountmanagement,Tally,Gst,Tds,Communicationskills,Excel,Accountant","1"
"Security,Management,Administration,Webservices","1"
"Css,Hibernate,Jquery,Spring,Elasticsearch,Java,Git,Xml,J2Ee,Json,Jpa,Mysql,Html,Api,Mongodb,Rdbms,Oracle,Svn,Javascript,Javadeveloper,Nosql,Springboot,Springsecurity,Cassandra","1"
